index;norm;4;9;16;25;36;49;64;81;100;121;144;169;196;225;256
biology-n_23-m_166-p_0.5-17;0.1046;0.0938;0.0702;0.0716;0.0787;0.0768;0.0707;0.0711;0.0908;0.0719;0.075;0.074;0.0681;0.0687;0.0679;0.0746
biology-n_25-m_231-p_0.5-6;0.3601;0.2989;0.2655;0.2503;0.2781;0.2558;0.24;0.2336;0.2489;0.2423;0.2697;0.2402;0.268;0.2435;0.2346;0.3195
biology-n_25-m_231-p_0.75-6;0.3966;0.268;0.2455;0.2765;0.2322;0.2454;0.241;0.2427;0.2473;0.2443;0.2488;0.237;0.3403;0.2498;0.3123;0.2327
biology-n_28-m_249-p_0.5-8;6.0055;4.4592;4.2266;4.3756;4.3168;4.1145;4.228;4.2148;4.0712;4.27;4.145;4.1979;4.1057;4.0263;4.6563;4.1502
biology-n_30-m_287-p_0.5-5;3.5238;3.0183;2.6459;2.7412;2.7219;2.4973;2.4844;2.5484;2.5409;2.5537;2.6872;2.6173;2.5623;2.5764;2.5215;2.6542
biology-n_35-m_315-p_0.5-18;7.2023;4.9587;4.4296;4.3661;4.5795;4.2771;4.2026;4.241;4.3747;4.3534;4.4768;4.3131;4.294;4.4087;4.2408;4.3147
biology-n_35-m_315-p_0.75-18;4.3026;2.3903;2.2156;2.1254;2.2686;2.2182;2.1556;2.1125;2.3223;2.16;2.206;2.1478;2.2119;2.1519;2.1237;2.1718
biology-n_42-m_297-p_0.9-23;0.1034;0.0882;0.0669;0.0728;0.0777;0.0639;0.0649;0.0637;0.0651;0.0709;0.0652;0.0636;0.0682;0.0663;0.0636;0.0643
biology-n_45-m_326-p_0.75-16;0.1202;0.1254;0.0936;0.1083;0.1044;0.0927;0.0878;0.0943;0.0903;0.0899;0.0862;0.089;0.0906;0.0872;0.0907;0.0964
biology-n_49-m_689-p_0.9-14;9.5167;16.6558;10.685;10.6728;10.884;11.5156;10.2659;11.103;10.4538;10.7022;10.3911;11.0186;10.6103;10.5465;11.338;10.5076
biology-n_59-m_624-p_0.9-1;4.7938;3.5437;3.2812;3.2727;3.1999;3.0321;3.3568;3.28;3.1327;3.1255;3.0494;3.0367;3.1679;3.0168;3.021;3.0055
blogs-n_700;20;6.2888;9.0757;20;20;20;12.9692;13.7812;20;20;15.494;20;18.1003;16.0848;17.2015;20
synth-n_100-m_346-k_30-p_0.05.txt;6.5317;5.0748;4.526;4.5081;5.3533;4.4837;4.2444;4.4338;4.286;4.4793;4.2711;4.388;4.274;4.2809;4.3655;4.3196
synth-n_100-m_645-k_20-p_0.1.txt;1.161;1.0454;0.9535;1.0295;0.9943;0.9577;0.9569;1.0164;0.9251;0.9873;0.9507;0.9513;0.9325;0.9172;0.9357;0.9468
synth-n_120-m_482-k_25-p_0.05.txt;2.5392;1.9502;1.7914;1.7445;1.8529;1.7658;1.6991;1.7165;1.8626;1.7074;1.7186;1.7281;1.7167;1.7074;1.8471;1.6666
synth-n_140-m_625-k_25-p_0.05.txt;4.3418;3.5995;3.3153;3.5383;3.3296;3.3757;3.1751;3.2949;3.3342;3.2335;3.2818;3.22;3.2754;3.1998;3.7947;3.3386
synth-n_50-m_357-k_20-p_0.2.txt;6.7509;5.5066;5.2559;5.2246;5.1767;5.1397;5.067;5.4341;5.1595;5.2444;5.1195;5.2876;5.1947;5.0818;5.9414;5.0162
synth-n_60-m_271-k_20-p_0.1.txt;3.0274;2.0051;1.8026;1.7594;1.7872;1.6766;1.8852;1.7063;1.7014;1.6939;1.6799;1.6989;1.6682;1.7012;1.7114;1.6836
synth-n_70-m_312-k_20-p_0.1.txt;1.3801;1.1682;1.1238;1.1387;1.1019;1.0152;1.0517;1.1969;1.0258;1.0684;1.0205;1.0637;1.0024;1.0173;1.0847;1.0646
synth-n_80-m_402-k_20-p_0.1.txt;1.0456;0.8008;0.7133;0.7757;0.7093;0.6938;0.7979;0.7085;0.7018;0.7355;0.6984;0.7249;0.6999;0.6726;0.6845;0.6758
synth-n_90-m_327-k_30-p_0.05.txt;0.9861;0.65;0.5636;0.5487;0.6397;0.5484;0.5423;0.5429;0.5383;0.5426;0.5413;0.5426;0.5442;0.5349;0.5746;0.6183
synth-n_90-m_527-k_20-p_0.1.txt;2.4711;1.3574;1.2398;1.2047;1.4045;1.2894;1.1813;1.1862;1.2375;1.2082;1.2091;1.2168;1.234;1.2012;1.2292;1.2922
