instance;recursions;rootTime;cleaningTime;packingTime;flowerTime;digraphTime;busyCycleBranchingTime;cycleSearchTime;tarjanTime;totalTime;firstLowerbound;firstDigraphNodes;firstCleans;tarjanString
../instances/synthetic/synth-n_140-m_2487-k_30-p_0.2.txt;321;359604937;1505872057;80730560;12273551;9982732;159798206;95289;0;2174523872;28;0;0;null
../instances/complex/moreno_mac-n_62-m_1187;141;68582829;20665556;20023010;4157654;1801231;36191366;1706;0;169096547;8;0;3;null
../instances/complex/usairport-n_300;8;115295858;1647409;211847;0;486413;0;9177;0;118325707;5;15;25;null
../instances/synthetic/synth-n_275-m_1958-k_4-p_0.05.txt;0;165199091;0;0;0;0;0;0;0;165201334;0;0;4;null
../instances/synthetic/synth-n_120-m_1485-k_6-p_0.2.txt;6;196508370;14754205;2989924;0;3201118;5057773;10909;0;225114199;5;0;0;null
../instances/synthetic/synth-n_275-m_2130-k_20-p_0.05.txt;17;317534236;169757002;14583400;4524749;3814748;8060778;4276;0;528893461;17;0;0;null
../instances/synthetic/synth-n_275-m_4276-k_20-p_0.1.txt;4;526271486;123186028;11864000;0;6667018;3023898;4273;0;674556041;19;0;0;null
../instances/synthetic/synth-n_275-m_7787-k_6-p_0.2.txt;1;571054874;65209204;5729527;0;7820732;0;9633;0;653713460;6;0;0;null
../instances/synthetic/synth-n_225-m_5734-k_20-p_0.2.txt;1;680151091;170822220;12588096;0;7219380;0;8627;0;873383022;20;0;0;null
../instances/complex/biology-n_30-m_287-p_0.5-5;107320;76275154;2197622305;500857589;59923729;43767124;1676503534;146;0;5497565110;8;0;0;null
../instances/complex/biology-n_12-m_43-p_0.9-25;0;7992305;0;0;0;0;0;0;0;7998048;0;0;1;null
../instances/complex/ChicagoRegional-n_100;0;1477139;0;0;0;0;0;0;0;1480477;0;0;0;null
../instances/synthetic/synth-n_30-m_99-k_4-p_0.2.txt;0;10108321;0;0;0;0;0;0;0;10110964;0;2;1;null
../instances/synthetic/synth-n_160-m_1318-k_4-p_0.1.txt;0;86036444;0;0;0;0;0;0;0;86039477;0;0;4;null
../instances/synthetic/synth-n_80-m_667-k_2-p_0.2.txt;0;56941935;0;0;0;0;0;0;0;56945099;0;0;2;null
../instances/synthetic/synth-n_90-m_450-k_2-p_0.1.txt;0;45837361;0;0;0;0;0;0;0;45839341;0;0;2;null
../instances/complex/health-n_800;0;95907183;0;0;0;0;0;0;0;95908617;0;116;48;null
../instances/synthetic/synth-n_90-m_863-k_2-p_0.2.txt;0;52971206;0;0;0;0;0;0;0;52973388;0;0;2;null
../instances/synthetic/synth-n_250-m_1569-k_4-p_0.05.txt;0;123092538;0;0;0;0;0;0;0;123094676;0;0;4;null
../instances/synthetic/synth-n_300-m_2234-k_4-p_0.05.txt;0;179675707;0;0;0;0;0;0;0;179676229;0;0;4;null
../instances/synthetic/synth-n_140-m_2195-k_10-p_0.2.txt;1;192207440;37463439;5769209;0;4375541;0;7517;0;241054669;10;0;0;null
../instances/synthetic/synth-n_300-m_2382-k_6-p_0.05.txt;0;225779111;0;0;0;0;0;0;0;225781240;0;0;6;null
../instances/synthetic/synth-n_140-m_2299-k_20-p_0.2.txt;6;271162126;102217477;8431539;0;4394303;3933489;6765;0;392220576;19;0;0;null
../instances/synthetic/synth-n_300-m_2418-k_10-p_0.05.txt;1;307578747;46881595;3495166;0;4731926;0;7904;0;364779230;7;0;3;null
../instances/synthetic/synth-n_275-m_3928-k_10-p_0.1.txt;1;453719508;35745388;1614554;0;3108351;0;8068;0;495484078;4;0;6;null
../instances/synthetic/synth-n_160-m_3006-k_20-p_0.2.txt;11;391699320;123559668;11034825;0;4290701;10824157;5896;0;544180569;18;0;0;null
../instances/synthetic/synth-n_100-m_305-k_4-p_0.05.txt;0;22375415;0;0;0;0;0;0;0;22378139;0;0;3;null
../instances/synthetic/synth-n_70-m_157-k_6-p_0.05.txt;0;12013338;0;0;0;0;0;0;0;12016717;0;0;4;null
../instances/synthetic/synth-n_20-m_54-k_8-p_0.2.txt;0;19868880;0;0;0;0;0;0;0;19871463;0;1;2;null
../instances/synthetic/synth-n_160-m_663-k_4-p_0.05.txt;0;97324975;0;0;0;0;0;0;0;97328804;0;0;4;null
../instances/synthetic/synth-n_90-m_248-k_10-p_0.05.txt;3;55357836;642738;276017;0;653297;755829;5498;0;58116782;4;0;3;null
../instances/synthetic/synth-n_60-m_380-k_2-p_0.2.txt;0;96384650;0;0;0;0;0;0;0;96387572;0;0;2;null
../instances/complex/baywet;0;85881338;0;0;0;0;0;0;0;85884153;0;0;7;null
../instances/synthetic/synth-n_200-m_2088-k_4-p_0.1.txt;0;176727323;0;0;0;0;0;0;0;176729066;0;0;4;null
../instances/complex/openflights-n_1000;0;197734869;0;0;0;0;0;0;0;197738110;0;88;140;null
../instances/synthetic/synth-n_100-m_1220-k_15-p_0.2.txt;1;161803673;60992810;5208925;0;2968039;0;15639;0;232499493;15;0;0;null
../instances/synthetic/synth-n_70-m_626-k_15-p_0.2.txt;166;98636017;123848808;66446731;0;5433831;37433700;1280;0;349526144;9;0;0;null
../instances/synthetic/synth-n_275-m_3851-k_4-p_0.1.txt;0;311778078;0;0;0;0;0;0;0;311780945;0;0;4;null
../instances/synthetic/synth-n_225-m_2691-k_8-p_0.1.txt;6;291455717;45300832;5688765;0;3555707;5807451;22411;0;354467615;7;0;0;null
../instances/synthetic/synth-n_160-m_2720-k_10-p_0.2.txt;1;319557838;65868190;6495207;0;6778978;0;8524;0;400139469;10;0;0;null
../instances/synthetic/synth-n_250-m_6833-k_15-p_0.2.txt;1;776563475;147841398;10409926;0;6742421;0;7888;0;944841477;15;0;0;null
../instances/synthetic/synth-n_40-m_50-k_4-p_0.05.txt;0;9765387;0;0;0;0;0;0;0;9771051;0;1;0;null
../instances/complex/GD-n_38-m_50.mtx;2;9267863;82942;141182;0;392466;623110;6754;0;10861991;2;0;0;null
../instances/synthetic/synth-n_20-m_38-k_6-p_0.1.txt;0;9941943;0;0;0;0;0;0;0;9942568;0;0;2;null
../instances/synthetic/synth-n_70-m_494-k_2-p_0.2.txt;0;44975759;0;0;0;0;0;0;0;44977242;0;0;2;null
../instances/synthetic/synth-n_100-m_491-k_2-p_0.1.txt;0;50389591;0;0;0;0;0;0;0;50392347;0;0;2;null
../instances/synthetic/synth-n_100-m_319-k_15-p_0.05.txt;45;38481997;9462174;5047097;527682;1266830;3806586;2525;0;62843188;4;0;3;null
../instances/complex/bitcoinalpha-n_700;0;89100423;0;0;0;0;0;0;0;89103713;0;54;32;null
../instances/complex/ucsocial-n_500;0;114020563;0;0;0;0;0;0;0;114020685;0;28;77;null
../instances/synthetic/synth-n_60-m_386-k_4-p_0.2.txt;2;72860856;235416;352760;0;938848;917634;4583;0;75977233;2;0;2;null
../instances/complex/biology-n_42-m_297-p_0.9-23;3779;18940535;123343041;51540005;6761036;9862482;144412700;531;0;444271513;7;0;2;null
../instances/synthetic/synth-n_250-m_3475-k_20-p_0.1.txt;16;545767563;231185299;27382121;0;8572598;9510485;5786;0;829995771;15;0;0;null
../instances/complex/health-n_100;0;6439885;0;0;0;0;0;0;0;6443508;0;2;0;null
../instances/synthetic/synth-n_40-m_114-k_15-p_0.1.txt;0;13610696;0;0;0;0;0;0;0;13612820;0;0;6;null
../instances/complex/GD-n_180-m_229.mtx;0;33655976;0;0;0;0;0;0;0;33658734;0;1;1;null
../instances/synthetic/synth-n_120-m_420-k_10-p_0.05.txt;0;43225614;0;0;0;0;0;0;0;43228012;0;0;7;null
../instances/synthetic/synth-n_80-m_753-k_10-p_0.2.txt;8;73041203;23035470;5217039;0;10239089;1553554;13324;0;117295905;6;0;1;null
../instances/synthetic/synth-n_200-m_2119-k_8-p_0.1.txt;1;179230608;12505970;3784717;0;3360308;0;11317;0;200185763;6;0;2;null
../instances/complex/usairport-n_400;27;176276137;8143373;1305873;242700;2000597;1014102;6823;0;190876580;21;28;30;null
../instances/synthetic/synth-n_225-m_2685-k_6-p_0.1.txt;1;251119572;63681575;4056660;0;5576201;0;14068;0;326548626;5;0;1;null
../instances/synthetic/synth-n_300-m_2479-k_15-p_0.05.txt;2;358607770;86329089;7643776;0;7009838;0;4950;0;461929797;12;0;2;null
../instances/synthetic/synth-n_250-m_6353-k_4-p_0.2.txt;1;490129838;89593032;7074377;0;9684688;0;12499;0;601036836;4;0;0;null
../instances/synthetic/synth-n_250-m_6538-k_8-p_0.2.txt;1;592257984;104182236;5671493;0;6287547;0;11346;0;711325930;8;0;0;null
../instances/complex/openflights-n_100;0;9416418;0;0;0;0;0;0;0;9419120;0;6;2;null
../instances/synthetic/synth-n_40-m_62-k_10-p_0.05.txt;0;9421416;0;0;0;0;0;0;0;9424274;0;2;1;null
../instances/synthetic/synth-n_70-m_156-k_2-p_0.05.txt;0;8660934;0;0;0;0;0;0;0;8661946;0;0;0;null
../instances/complex/biology-n_25-m_231-p_0.9-6;65;21983964;13123398;3420301;0;1185981;6238946;3058;0;50888805;6;0;0;null
../instances/synthetic/synth-n_140-m_1028-k_2-p_0.1.txt;0;39349306;0;0;0;0;0;0;0;39351346;0;0;2;null
../instances/complex/wikispeedia-n_400;0;79419550;0;0;0;0;0;0;0;79420311;0;28;11;null
../instances/synthetic/synth-n_120-m_432-k_20-p_0.05.txt;441;68697579;41870972;17895792;1802829;3700035;28200540;694;0;186802908;12;0;2;null
../instances/synthetic/synth-n_275-m_2025-k_6-p_0.05.txt;0;190477482;0;0;0;0;0;0;0;190478896;0;0;6;null
../instances/synthetic/synth-n_200-m_2270-k_20-p_0.1.txt;17;226425053;201046405;14687305;3324294;4114915;19400831;5180;0;472692529;19;0;0;null
../instances/synthetic/synth-n_300-m_4844-k_10-p_0.1.txt;1;589973564;68385782;4576664;0;4699116;0;7866;0;669995175;10;0;0;null
../instances/synthetic/synth-n_250-m_3612-k_25-p_0.1.txt;24;444140123;281415434;19492101;0;5748908;8794442;3289;0;765940809;20;0;0;null
../instances/synthetic/synth-n_90-m_527-k_20-p_0.1.txt;34815;73208235;2651175411;726519428;157396085;54644151;1271315768;144;0;5527163669;11;0;0;null
../instances/synthetic/synth-n_30-m_58-k_6-p_0.1.txt;0;7953082;0;0;0;0;0;0;0;7955181;0;0;2;null
../instances/complex/biology-n_12-m_33-p_0.5-15;1;22160498;440996;292089;0;364440;0;4858;0;23525079;3;0;0;null
../instances/synthetic/synth-n_90-m_470-k_8-p_0.1.txt;1;42538548;5643984;1409428;0;1977685;0;11298;0;52217378;6;0;2;null
../instances/synthetic/synth-n_90-m_870-k_4-p_0.2.txt;0;61895731;0;0;0;0;0;0;0;61897807;0;0;4;null
../instances/synthetic/synth-n_80-m_818-k_15-p_0.2.txt;12;127870433;49744030;7678483;0;10243219;3507645;26959;0;205205709;13;0;0;null
../instances/synthetic/synth-n_250-m_1694-k_10-p_0.05.txt;3;180114464;41032101;4809074;0;4655581;0;11639;0;233606551;8;0;0;null
../instances/synthetic/synth-n_180-m_1738-k_10-p_0.1.txt;1;179714812;45435990;8260915;0;5058750;0;11652;0;240429809;10;0;0;null
../instances/synthetic/synth-n_160-m_3034-k_25-p_0.2.txt;17;398753873;277278967;21920868;0;7739231;9685948;7260;0;721715793;21;0;0;null
../instances/synthetic/synth-n_300-m_5040-k_20-p_0.1.txt;1;609755401;150522150;12651260;0;6053182;0;4415;0;782782591;20;0;0;null
../instances/synthetic/synth-n_225-m_5854-k_25-p_0.2.txt;10;846243907;283794405;40532158;0;9650035;28630175;1102;0;1218279874;24;0;0;null
../instances/complex/biology-n_9-m_23-p_0.5-1;0;5798646;0;0;0;0;0;0;0;5801669;0;0;2;null
../instances/complex/temporalGraph-n_400;0;24972650;0;0;0;0;0;0;0;24976180;0;5;7;null
../instances/complex/biology-n_13-m_39-p_0.75-4;0;14748870;0;0;0;0;0;0;0;14752020;0;0;3;null
../instances/synthetic/synth-n_80-m_690-k_6-p_0.2.txt;5;64863781;13783494;1779721;0;2657435;0;6056;0;85034137;5;0;0;null
../instances/complex/chess-n_500;0;95710299;0;0;0;0;0;0;0;95713911;0;8;8;null
../instances/synthetic/synth-n_200-m_2096-k_2-p_0.1.txt;0;111699919;0;0;0;0;0;0;0;111705861;0;0;2;null
../instances/synthetic/synth-n_225-m_2523-k_2-p_0.1.txt;0;78423971;0;0;0;0;0;0;0;78425296;0;0;2;null
../instances/synthetic/synth-n_275-m_7607-k_2-p_0.2.txt;0;294122553;0;0;0;0;0;0;0;294124577;0;0;2;null
../instances/complex/biology-n_13-m_39-p_0.9-4;0;7852162;0;0;0;0;0;0;0;7854857;0;0;4;null
../instances/synthetic/synth-n_30-m_35-k_10-p_0.05.txt;0;7648048;0;0;0;0;0;0;0;7664156;0;0;0;null
../instances/synthetic/synth-n_70-m_274-k_4-p_0.1.txt;5;24340940;119380;151425;0;150426;675448;4092;0;25830312;1;0;2;null
../instances/complex/health-n_300;0;25272282;0;0;0;0;0;0;0;25274384;0;20;2;null
../instances/complex/wikispeedia-n_700;14;118221434;3841216;598629;0;647480;1138561;4513;0;125660258;7;34;35;null
../instances/synthetic/synth-n_225-m_2816-k_15-p_0.1.txt;31;302606545;171349026;12869991;0;8378080;54186152;11255;0;556351765;8;0;1;null
../instances/complex/biology-n_35-m_315-p_0.75-18;86841;21459205;2353048229;571957203;62213541;51026185;1749544897;263;0;5678705062;9;0;0;null
../instances/synthetic/synth-n_140-m_531-k_8-p_0.05.txt;0;39260024;0;0;0;0;0;0;0;39262987;0;0;7;null
../instances/synthetic/synth-n_300-m_2261-k_2-p_0.05.txt;0;157476853;0;0;0;0;0;0;0;157479680;0;0;2;null
../instances/synthetic/synth-n_200-m_1172-k_20-p_0.05.txt;118;93318490;167144534;23320579;2247136;12215853;35266160;1976;0;361863729;14;0;2;null
../instances/complex/biology-n_30-m_287-p_0.75-5;3414;24697198;189424914;59734663;8235632;5898931;140205196;853;0;507204446;8;0;0;null
../instances/synthetic/synth-n_90-m_504-k_15-p_0.1.txt;974;42152999;266364084;36902051;16355873;7082459;126148702;1398;0;550210413;10;0;0;null
../instances/synthetic/synth-n_140-m_2379-k_25-p_0.2.txt;1;292945360;290755732;20136099;0;5866462;0;11569;0;612661373;25;0;0;null
../instances/complex/link-kv-n_100;0;6345951;0;0;0;0;0;0;0;6361234;0;8;0;null
../instances/complex/wikispeedia-n_300;0;21906781;0;0;0;0;0;0;0;21909242;0;13;10;null
../instances/complex/advotogo-n_100;0;5960207;0;0;0;0;0;0;0;5973941;0;3;0;null
../instances/synthetic/synth-n_70-m_308-k_10-p_0.1.txt;29;24017585;14217856;1726565;0;1540944;1610203;5906;0;51042405;6;0;0;null
../instances/complex/blogs-n_500;8;109211886;1986601;389267;0;554778;664346;2587;0;113376599;8;19;39;null
../instances/synthetic/synth-n_80-m_780-k_20-p_0.2.txt;41055;95885493;9463372373;1662305539;316359062;92405647;2727270342;175;0;15349343549;15;0;0;null
../instances/complex/usairport-n_1000;190391;813451999;3249527364;629771267;263079233;137772788;444224696;248;0;7752231725;56;28;147;null
../instances/synthetic/synth-n_120-m_372-k_4-p_0.05.txt;0;20662933;0;0;0;0;0;0;0;20665146;0;0;4;null
../instances/synthetic/synth-n_180-m_1683-k_6-p_0.1.txt;1;126118461;11857204;1066115;0;7131308;0;9427;0;147120131;4;0;2;null
../instances/synthetic/synth-n_180-m_1658-k_2-p_0.1.txt;0;76781191;0;0;0;0;0;0;0;76783544;0;0;2;null
../instances/synthetic/synth-n_100-m_344-k_25-p_0.05.txt;45;40580013;48769013;4940359;927579;2739602;5675565;2168;0;111015556;10;0;0;null
../instances/complex/usairport-n_500;200;120110525;32240977;4137938;1291441;1772802;3950897;1638;0;176758298;21;29;44;null
../instances/synthetic/synth-n_80-m_400-k_15-p_0.1.txt;606;38555045;96656765;24308102;5038759;4427039;56019651;1078;0;249422987;9;0;0;null
../instances/synthetic/synth-n_225-m_2884-k_20-p_0.1.txt;14;369128819;162194867;11452217;0;6044413;8201795;10159;0;562635234;17;0;0;null
../instances/synthetic/synth-n_60-m_122-k_15-p_0.05.txt;2;10227597;911239;214851;0;340629;466681;4185;0;13187597;5;0;0;null
../instances/complex/biology-n_28-m_249-p_0.5-8;201034;25812962;3016042872;823266974;84525180;75947023;2627510975;335;0;8084659121;6;0;0;null
../instances/complex/biology-n_29-m_153-p_0.75-21;981;13828611;47894262;14853726;2017313;2768588;42304199;623;0;147672554;7;0;0;null
../instances/synthetic/synth-n_100-m_565-k_6-p_0.1.txt;0;35786405;0;0;0;0;0;0;0;35789079;0;0;6;null
../instances/complex/chess-n_100;0;6515886;0;0;0;0;0;0;0;6535479;0;2;0;null
../instances/complex/biology-n_45-m_326-p_0.5-16;7023;25885897;203658413;74141235;7456788;8065099;210383061;343;0;647818029;13;0;0;null
../instances/synthetic/synth-n_225-m_2964-k_30-p_0.1.txt;745;350564324;3256829429;263668406;134445453;27108153;484723279;430;0;4618629472;26;0;0;null
../instances/complex/ChicagoRegional-n_400;0;5206634;0;0;0;0;0;0;0;5219510;0;13;0;null
../instances/complex/biology-n_28-m_163-p_0.9-11;6;10256351;1613994;378971;0;588644;635681;2918;0;13928473;3;0;1;null
../instances/synthetic/synth-n_40-m_114-k_10-p_0.1.txt;0;11531570;0;0;0;0;0;0;0;11537344;0;3;3;null
../instances/synthetic/synth-n_70-m_312-k_20-p_0.1.txt;100017;40983886;3192184213;1256533256;137293313;85543200;2274377555;242;0;8044160021;9;0;1;null
../instances/complex/openflights-n_500;0;37758245;0;0;0;0;0;0;0;37771057;0;46;42;null
../instances/complex/trust;0;69533516;0;0;0;0;0;0;0;69536280;0;110;56;null
../instances/synthetic/synth-n_50-m_320-k_15-p_0.2.txt;821;22281202;108137704;21561234;4564447;2856897;52174475;877;0;232071523;10;0;0;null
../instances/complex/usairport-n_700;206;254955291;53970194;5861642;1719914;2445557;9515927;567;0;337875409;30;33;78;null
../instances/synthetic/synth-n_120-m_391-k_6-p_0.05.txt;2;23161793;1278945;289077;0;474554;452559;4142;0;25952931;4;0;1;null
../instances/synthetic/synth-n_140-m_1047-k_4-p_0.1.txt;0;66074055;0;0;0;0;0;0;0;66076470;0;0;4;null
../instances/synthetic/synth-n_90-m_1019-k_15-p_0.2.txt;11;49923664;53042799;5278981;0;2723255;2956672;10571;0;119219074;13;0;0;null
../instances/synthetic/synth-n_140-m_1070-k_10-p_0.1.txt;1;86335818;25139714;4214803;0;2977366;0;11409;0;119998864;10;0;0;null
../instances/synthetic/synth-n_100-m_645-k_20-p_0.1.txt;18399;54528869;2467747714;542887864;116148886;43517393;925814313;355;0;4630394673;15;0;0;null
../instances/complex/biology-n_25-m_231-p_0.75-6;9849;23556670;357972265;91087201;9060446;8275438;272111993;489;0;901380928;7;0;0;null
../instances/synthetic/synth-n_180-m_4031-k_30-p_0.2.txt;6;637183951;292883317;26801453;0;7665978;4656451;10887;0;973838715;29;0;0;null
../instances/synthetic/synth-n_160-m_1412-k_8-p_0.1.txt;1;126486317;38502622;7990225;0;22295243;0;10066;0;203800954;8;0;0;null
../instances/synthetic/synth-n_50-m_192-k_20-p_0.1.txt;325;38524099;31623530;10872395;2958627;5664249;27528169;650;0;143605431;8;0;0;null
../instances/synthetic/synth-n_100-m_277-k_8-p_0.05.txt;0;23084681;0;0;0;0;0;0;0;23087651;0;0;4;null
../instances/synthetic/synth-n_140-m_1184-k_15-p_0.1.txt;7;130720292;79532538;17279340;0;5725078;3231994;4241;0;243447493;12;0;1;null
../instances/complex/link-kv-n_400;0;26273160;0;0;0;0;0;0;0;26275220;0;73;5;null
../instances/synthetic/synth-n_50-m_327-k_10-p_0.2.txt;25;29125613;16524816;2112994;0;1631322;3532485;3668;0;55460314;8;0;0;null
../instances/complex/biology-n_29-m_153-p_0.5-21;1264;16358322;50835869;17265489;917707;3074298;50159220;632;0;163207931;7;0;1;null
../instances/synthetic/synth-n_225-m_1390-k_10-p_0.05.txt;1;121521709;27444979;3645649;0;2763922;0;10834;0;156555868;9;0;1;null
../instances/synthetic/synth-n_140-m_547-k_10-p_0.05.txt;0;25992440;0;0;0;0;0;0;0;25993442;0;0;8;null
../instances/synthetic/synth-n_40-m_88-k_4-p_0.1.txt;0;7927055;0;0;0;0;0;0;0;7928563;0;1;2;null
../instances/synthetic/synth-n_180-m_3396-k_8-p_0.2.txt;1;195957670;80524368;6380954;0;7794885;0;11070;0;293831943;7;0;1;null
../instances/synthetic/synth-n_40-m_185-k_4-p_0.2.txt;1;16739229;1211306;467979;0;887779;0;7804;0;20453036;4;0;0;null
../instances/synthetic/synth-n_250-m_7252-k_30-p_0.2.txt;14;922120932;446693125;39390937;0;8109274;25596312;2327;0;1452962813;28;0;0;null
../instances/complex/biology-n_22-m_76-p_0.9-9;3;9629784;851451;216936;0;325796;788962;4726;0;12188631;3;0;0;null
../instances/complex/biology-n_35-m_315-p_0.5-18;153664;19443447;4428033898;991185776;141793832;87509993;3060994797;266;0;10213138656;8;0;1;null
../instances/synthetic/synth-n_120-m_950-k_20-p_0.1.txt;7715;80729827;2738872699;427503835;159601713;35612361;888122388;193;0;4711957127;8;0;0;null
../instances/synthetic/synth-n_50-m_90-k_20-p_0.05.txt;0;8793212;0;0;0;0;0;0;0;8795190;0;0;2;null
../instances/complex/link-kv-n_800;26;40795935;1286258;326495;0;566706;642890;1609;0;44130692;7;162;9;null
../instances/synthetic/synth-n_225-m_1484-k_25-p_0.05.txt;20919;134082479;9059442014;1352856644;632357482;113727631;2403407890;351;0;14794253043;13;0;2;null
../instances/synthetic/synth-n_50-m_66-k_2-p_0.05.txt;0;6502021;0;0;0;0;0;0;0;6503477;0;0;1;null
../instances/synthetic/synth-n_140-m_508-k_2-p_0.05.txt;0;15656333;0;0;0;0;0;0;0;15658661;0;0;2;null
../instances/synthetic/synth-n_250-m_1512-k_2-p_0.05.txt;0;40947797;0;0;0;0;0;0;0;40950804;0;0;2;null
../instances/synthetic/synth-n_90-m_239-k_6-p_0.05.txt;0;14215648;0;0;0;0;0;0;0;14217669;0;0;4;null
../instances/synthetic/synth-n_100-m_1009-k_2-p_0.2.txt;0;30040690;0;0;0;0;0;0;0;30042667;0;0;2;null
../instances/complex/biology-n_28-m_163-p_0.5-11;234;14932567;25276028;6568756;263399;1955672;17156254;1389;0;76545756;6;0;1;null
../instances/complex/ChicagoRegional-n_200;0;4218457;0;0;0;0;0;0;0;4236136;0;3;0;null
../instances/synthetic/synth-n_275-m_8114-k_15-p_0.2.txt;1;921662886;295616662;14180298;0;7419551;0;7535;0;1242990001;15;0;0;null
../instances/synthetic/synth-n_250-m_7157-k_25-p_0.2.txt;11;885081375;397953136;53757307;0;12724213;30040616;2611;0;1391637245;24;0;0;null
../instances/synthetic/synth-n_60-m_134-k_20-p_0.05.txt;0;8906729;0;0;0;0;0;0;0;8908062;0;0;5;null
../instances/complex/biology-n_56-m_526-p_0.9-2;27;30579053;17236479;2954248;1173407;1657156;3314624;4128;0;60157879;10;0;3;null
../instances/synthetic/synth-n_100-m_1129-k_10-p_0.2.txt;11;85589568;27759846;5175465;0;3693185;2680456;6189;0;126974572;8;0;0;null
../instances/synthetic/synth-n_50-m_169-k_6-p_0.1.txt;0;14040428;0;0;0;0;0;0;0;14041804;0;1;5;null
../instances/synthetic/synth-n_40-m_194-k_6-p_0.2.txt;1;20202019;5513619;522247;0;1284032;0;10206;0;28150368;5;0;0;null
../instances/synthetic/synth-n_300-m_9999-k_25-p_0.2.txt;1;1333619738;464666614;21355156;0;8690312;0;8949;0;1832971327;25;0;0;null
../instances/complex/talk-oc-n_200;0;3546549;0;0;0;0;0;0;0;3549987;0;1;0;null
../instances/synthetic/synth-n_180-m_3302-k_4-p_0.2.txt;0;166704390;0;0;0;0;0;0;0;166705525;0;0;4;null
../instances/synthetic/synth-n_50-m_71-k_8-p_0.05.txt;0;9051245;0;0;0;0;0;0;0;9053121;0;1;1;null
../instances/complex/ucsocial-n_400;0;45902413;0;0;0;0;0;0;0;45916655;0;28;45;null
../instances/synthetic/synth-n_90-m_888-k_8-p_0.2.txt;6;66016723;18057860;6379869;0;2957022;3149093;20801;0;98530433;7;0;0;null
../instances/complex/ChicagoRegional-n_800;0;12698158;0;0;0;0;0;0;0;12700115;0;41;0;null
../instances/synthetic/synth-n_140-m_511-k_6-p_0.05.txt;0;34505837;0;0;0;0;0;0;0;34508042;0;0;6;null
../instances/complex/advotogo-n_700;0;41819777;0;0;0;0;0;0;0;41821658;0;49;15;null
../instances/synthetic/synth-n_50-m_275-k_2-p_0.2.txt;0;11961044;0;0;0;0;0;0;0;11963500;0;1;1;null
../instances/synthetic/synth-n_40-m_192-k_15-p_0.2.txt;132;20621891;17153742;4638257;887657;1725409;9376860;3095;0;60519631;11;0;0;null
../instances/synthetic/synth-n_250-m_7048-k_20-p_0.2.txt;1;829177471;207943451;15073925;0;7885086;0;8517;0;1064026237;20;0;0;null
../instances/complex/GD-n_101-m_190.mtx;0;10766641;0;0;0;0;0;0;0;10767453;0;0;0;null
../instances/complex/temporalGraph-n_500;7;21079233;249043;130798;0;192594;0;5738;0;22080290;2;2;9;null
../instances/synthetic/synth-n_225-m_2884-k_25-p_0.1.txt;49;308797319;593645739;30647868;14019957;6871427;34769714;2766;0;1002780349;22;0;0;null
../instances/complex/temporalGraph-n_200;0;7564365;0;0;0;0;0;0;0;7566265;0;3;0;null
../instances/synthetic/synth-n_250-m_3681-k_30-p_0.1.txt;7;554552201;308057886;26283915;0;6901474;12430583;4475;0;910622286;30;0;0;null
../instances/synthetic/synth-n_160-m_1595-k_25-p_0.1.txt;55517;147249258;48788684597;4577783722;1302474850;265855107;8834597600;490;0;67167253159;24;0;0;null
../instances/complex/blogs-n_100;0;12464315;0;0;0;0;0;0;0;12466732;0;6;2;null
../instances/synthetic/synth-n_225-m_1274-k_4-p_0.05.txt;0;40609352;0;0;0;0;0;0;0;40610649;0;0;4;null
../instances/complex/GD-n_23-m_87.mtx;2;10965697;58642;124719;0;139576;653819;5859;0;12227454;2;1;6;null
../instances/complex/advotogo-n_300;0;14646949;0;0;0;0;0;0;0;14650304;0;13;2;null
../instances/synthetic/synth-n_120-m_1600-k_8-p_0.2.txt;6;90831721;12827300;3682458;0;2588278;2302387;5988;0;114468142;7;0;0;null
../instances/synthetic/synth-n_225-m_5365-k_10-p_0.2.txt;1;640731643;88258507;21870628;0;10419396;0;12455;0;765330223;10;0;0;null
../instances/complex/biology-n_9-m_23-p_0.75-1;0;6111635;0;0;0;0;0;0;0;6116016;0;0;2;null
../instances/complex/biology-n_13-m_51-p_0.9-22;0;7246092;0;0;0;0;0;0;0;7249524;0;0;3;null
../instances/complex/blogs-n_200;0;19874109;0;0;0;0;0;0;0;19875568;0;11;14;null
../instances/synthetic/synth-n_80-m_636-k_4-p_0.2.txt;1;32942129;6527399;841395;0;2156918;0;10908;0;43385422;4;0;0;null
../instances/synthetic/synth-n_90-m_1018-k_20-p_0.2.txt;893;81863306;444208850;84947763;25569215;8655515;126268332;1122;0;816204543;18;0;0;null
../instances/complex/talk-oc-n_300;0;1833317;0;0;0;0;0;0;0;1837974;0;0;0;null
../instances/synthetic/synth-n_60-m_442-k_6-p_0.2.txt;6;32109790;7161101;2382466;0;1814452;1044421;9043;0;46684617;5;0;0;null
../instances/synthetic/synth-n_200-m_1063-k_2-p_0.05.txt;0;46171134;0;0;0;0;0;0;0;46187310;0;0;2;null
../instances/synthetic/synth-n_80-m_350-k_6-p_0.1.txt;1;29859905;1739439;672876;0;1030992;0;10110;0;33956033;4;0;1;null
../instances/synthetic/synth-n_160-m_2705-k_6-p_0.2.txt;1;152916449;36386486;5826130;0;6116918;0;9768;0;203339564;6;0;0;null
../instances/complex/biology-n_20-m_125-p_0.75-7;11;15355549;4796262;738302;0;825880;2318462;4599;0;25063608;4;0;0;null
